name/season,injury_days_list,injury_days_vector
angelino_21/22,"[(1, 18)]","[0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
angelo-fulgini_20/21,"[(13, 21)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21]"
angelo-stiller_21/22,"[(11, 11), (8, 7), (11, 4)]","[0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 15, 0, 0]"
angelo-stiller_22/23,"[(3, 9), (0, 6), (10, 21)]","[6, 0, 0, 9, 0, 0, 0, 0, 0, 0, 21, 0, 0, 0]"
ansgar-knauff_22/23,"[(9, 63), (0, 4), (1, 31), (13, 21)]","[4, 31, 0, 0, 0, 0, 0, 0, 0, 63, 0, 0, 0, 21]"
ante-rebic_20/21,"[(8, 10), (0, 13), (0, 6), (0, 1)]","[20, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0]"
ante-rebic_21/22,"[(3, 4), (1, 3), (4, 6), (13, 50), (4, 20)]","[0, 3, 0, 4, 26, 0, 0, 0, 0, 0, 0, 0, 0, 50]"
ante-rebic_22/23,"[(4, 37), (13, 17), (5, 24)]","[0, 0, 0, 0, 37, 24, 0, 0, 0, 0, 0, 0, 0, 17]"
ante-rebic_23/24,"[(5, 65)]","[0, 0, 0, 0, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0]"
anthony-caci_19/20,"[(13, 63)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 63]"
anthony-caci_22/23,"[(1, 3)]","[0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
anthony-caci_23/24,"[(5, 9)]","[0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0]"
anthony-losilla_23/24,"[(11, 5)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0]"
anthony-modeste_19/20,"[(13, 10)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10]"
anthony-modeste_20/21,"[(0, 88), (5, 31), (3, 59)]","[88, 0, 0, 59, 0, 31, 0, 0, 0, 0, 0, 0, 0, 0]"
anthony-modeste_21/22,"[(11, 7)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0]"
anthony-modeste_22/23,"[(0, 44), (13, 7)]","[44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7]"
anthony-modeste_23/24,"[(13, 10)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10]"
anthony-rouault_20/21,"[(13, 10)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10]"
anthony-rouault_21/22,"[(4, 78)]","[0, 0, 0, 0, 78, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
anthony-rouault_23/24,"[(2, 42), (2, 7)]","[0, 0, 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
anthony-ujah_20/21,"[(3, 309)]","[0, 0, 0, 309, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
anthony-ujah_21/22,"[(11, 31), (11, 56)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 87, 0, 0]"
anthony-ujah_23/24,"[(9, 99)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 99, 0, 0, 0, 0]"
anton-kade_21/22,"[(10, 70)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 70, 0, 0, 0]"
anton-kade_22/23,"[(10, 41), (6, 41), (11, 12)]","[0, 0, 0, 0, 0, 0, 41, 0, 0, 0, 41, 12, 0, 0]"
anton-stach_22/23,"[(11, 5), (1, 3), (0, 7)]","[7, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0]"
antonios-papadopoulos_23/24,"[(1, 19)]","[0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
antonis-aidonis_22/23,"[(13, 35)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35]"
armel-bella-kotchap_19/20,"[(9, 12)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0]"
armel-bella-kotchap_22/23,"[(9, 19), (3, 39), (9, 16)]","[0, 0, 0, 39, 0, 0, 0, 0, 0, 35, 0, 0, 0, 0]"
armel-bella-kotchap_23/24,"[(9, 111), (2, 4)]","[0, 0, 4, 0, 0, 0, 0, 0, 0, 111, 0, 0, 0, 0]"
armindo-sieb_20/21,"[(11, 39), (10, 79)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 79, 39, 0, 0]"
armindo-sieb_23/24,"[(2, 4)]","[0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
arne-maier_19/20,"[(4, 10), (3, 18), (11, 17)]","[0, 0, 0, 18, 10, 0, 0, 0, 0, 0, 0, 17, 0, 0]"
arne-maier_20/21,"[(4, 14), (11, 14), (3, 18)]","[0, 0, 0, 18, 14, 0, 0, 0, 0, 0, 0, 14, 0, 0]"
arne-maier_21/22,"[(11, 7), (1, 11)]","[0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0]"
arne-maier_22/23,"[(1, 4)]","[0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
arne-maier_23/24,"[(4, 41)]","[0, 0, 0, 0, 41, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
arthur_23/24,"[(1, 212)]","[0, 212, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
aster-vranckx_21/22,"[(1, 14), (8, 27)]","[0, 14, 0, 0, 0, 0, 0, 0, 27, 0, 0, 0, 0, 0]"
aster-vranckx_22/23,"[(0, 6)]","[6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
aster-vranckx_23/24,"[(1, 21)]","[0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
atakan-karazor_20/21,"[(11, 3), (10, 14)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 3, 0, 0]"
atakan-karazor_21/22,"[(11, 7), (4, 17), (1, 3), (1, 11)]","[0, 14, 0, 0, 17, 0, 0, 0, 0, 0, 0, 7, 0, 0]"
atakan-karazor_22/23,"[(8, 3)]","[0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0]"
attila-szalai_21/22,"[(9, 20), (3, 12)]","[0, 0, 0, 12, 0, 0, 0, 0, 0, 20, 0, 0, 0, 0]"
attila-szalai_22/23,"[(3, 7)]","[0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
aurelio-buta_19/20,"[(11, 32)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 0, 0]"
aurelio-buta_20/21,"[(1, 63)]","[0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
aurelio-buta_21/22,"[(3, 201), (1, 116)]","[0, 116, 0, 201, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
aurelio-buta_23/24,"[(11, 13)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 0]"
axel-witsel_19/20,"[(1, 14), (2, 24), (13, 14)]","[0, 14, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14]"
axel-witsel_20/21,"[(4, 154)]","[0, 0, 0, 0, 154, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
ayman-azhil_20/21,"[(1, 33)]","[0, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
aymen-barkok_19/20,"[(9, 100)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0]"
aymen-barkok_20/21,"[(5, 1)]","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
aymen-barkok_21/22,"[(3, 11), (3, 15)]","[0, 0, 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
aymen-barkok_23/24,"[(2, 22), (1, 17)]","[0, 17, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
babacar-gueye_19/20,"[(4, 44), (11, 4), (1, 23)]","[0, 23, 0, 0, 44, 0, 0, 0, 0, 0, 0, 4, 0, 0]"
bambase-conte_20/21,"[(1, 39)]","[0, 39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
bambase-conte_21/22,"[(1, 32), (1, 11)]","[0, 43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
bambase-conte_22/23,"[(11, 8)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0]"
bambase-conte_23/24,"[(11, 6), (13, 53)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 53]"
baptiste-santamaria_20/21,"[(6, 10)]","[0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0]"
baptiste-santamaria_22/23,"[(4, 122)]","[0, 0, 0, 0, 122, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
bartol-franjic_22/23,"[(8, 79), (13, 4)]","[0, 0, 0, 0, 0, 0, 0, 0, 79, 0, 0, 0, 0, 4]"
bartol-franjic_23/24,"[(13, 2)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2]"
bartosz-bialek_20/21,"[(3, 229)]","[0, 0, 0, 229, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
bartosz-bialek_22/23,"[(4, 29)]","[0, 0, 0, 0, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
bartosz-bialek_23/24,"[(3, 247)]","[0, 0, 0, 247, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
bas-dost_19/20,"[(13, 42), (0, 17), (13, 6), (1, 10)]","[17, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 48]"
bas-dost_20/21,"[(13, 16)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16]"
bas-dost_22/23,"[(13, 23), (13, 11), (4, 45)]","[0, 0, 0, 0, 45, 0, 0, 0, 0, 0, 0, 0, 0, 34]"
bastian-oczipka_20/21,"[(1, 11)]","[0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
ben-zolinski_20/21,"[(0, 2)]","[2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
ben-zolinski_21/22,"[(0, 33), (3, 11)]","[33, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
ben-zolinski_22/23,"[(11, 12), (3, 103)]","[0, 0, 0, 103, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0]"
benedict-hollerbach_20/21,"[(1, 15), (1, 3)]","[0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
benedict-hollerbach_21/22,"[(1, 14), (1, 35)]","[0, 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
benedikt-gimber_19/20,"[(2, 15)]","[0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
benedikt-gimber_20/21,"[(8, 28), (8, 31), (1, 31)]","[0, 31, 0, 0, 0, 0, 0, 0, 59, 0, 0, 0, 0, 0]"
benedikt-gimber_22/23,"[(9, 92)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 92, 0, 0, 0, 0]"
benito-raman_19/20,"[(4, 17), (4, 10)]","[0, 0, 0, 0, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
benito-raman_20/21,"[(5, 27), (4, 7)]","[0, 0, 0, 0, 7, 27, 0, 0, 0, 0, 0, 0, 0, 0]"
benito-raman_22/23,"[(1, 3), (1, 4), (1, 5), (1, 13), (11, 3), (4, 23)]","[0, 25, 0, 0, 23, 0, 0, 0, 0, 0, 0, 3, 0, 0]"
benito-raman_23/24,"[(1, 7), (11, 5)]","[0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0]"
benjamin-goller_19/20,"[(1, 107)]","[0, 107, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
benjamin-goller_20/21,"[(3, 15)]","[0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
benjamin-goller_22/23,"[(11, 8), (4, 14)]","[0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 8, 0, 0]"
benjamin-henrichs_19/20,"[(5, 16), (11, 16), (4, 24)]","[0, 0, 0, 0, 24, 16, 0, 0, 0, 0, 0, 16, 0, 0]"
benjamin-henrichs_20/21,"[(11, 13), (3, 67)]","[0, 0, 0, 67, 0, 0, 0, 0, 0, 0, 0, 13, 0, 0]"
benjamin-henrichs_21/22,"[(3, 21)]","[0, 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
benjamin-henrichs_23/24,"[(1, 20)]","[0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
benjamin-hubner_19/20,"[(2, 18)]","[0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
benjamin-hubner_20/21,"[(6, 294)]","[0, 0, 0, 0, 0, 0, 294, 0, 0, 0, 0, 0, 0, 0]"
benjamin-hubner_21/22,"[(5, 81), (11, 17), (5, 84)]","[0, 0, 0, 0, 0, 165, 0, 0, 0, 0, 0, 17, 0, 0]"
benjamin-hubner_22/23,"[(10, 333)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 333, 0, 0, 0]"
benjamin-leneis_21/22,"[(10, 48)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 48, 0, 0, 0]"
benjamin-pavard_20/21,"[(1, 7), (10, 21)]","[0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 21, 0, 0, 0]"
benjamin-pavard_21/22,"[(4, 27)]","[0, 0, 0, 0, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
benjamin-pavard_23/24,"[(3, 41), (11, 7)]","[0, 0, 0, 41, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0]"
benjamin-sesko_21/22,"[(1, 29), (13, 14), (1, 15)]","[0, 44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14]"
benjamin-stambouli_19/20,"[(11, 155), (4, 124)]","[0, 0, 0, 0, 124, 0, 0, 0, 0, 0, 0, 155, 0, 0]"
benjamin-stambouli_20/21,"[(2, 18)]","[0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
benno-schmitz_20/21,"[(4, 21)]","[0, 0, 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
benno-schmitz_21/22,"[(13, 24)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24]"
benno-schmitz_22/23,"[(11, 4), (4, 10)]","[0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 4, 0, 0]"
benno-schmitz_23/24,"[(1, 17)]","[0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
bernard-tekpetey_19/20,"[(13, 16)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16]"
bernardo_19/20,"[(3, 93)]","[0, 0, 0, 93, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
bernardo_20/21,"[(3, 43)]","[0, 0, 0, 43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
bernardo_21/22,"[(3, 95), (0, 10), (3, 5), (13, 16)]","[10, 0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16]"
bernardo_22/23,"[(13, 13)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13]"
birger-verstraete_19/20,"[(3, 43)]","[0, 0, 0, 43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
birger-verstraete_23/24,"[(3, 13)]","[0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
blendi-idrizi_20/21,"[(13, 14), (13, 8)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22]"
blendi-idrizi_21/22,"[(3, 58)]","[0, 0, 0, 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
blendi-idrizi_22/23,"[(13, 29), (13, 14)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 43]"
blendi-idrizi_23/24,"[(1, 22), (13, 17)]","[0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17]"
borja-iglesias_19/20,"[(4, 10)]","[0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
borja-iglesias_20/21,"[(1, 9)]","[0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
borja-iglesias_23/24,"[(1, 16)]","[0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
borna-sosa_21/22,"[(13, 10), (3, 7), (1, 7), (5, 18)]","[0, 7, 0, 7, 0, 18, 0, 0, 0, 0, 0, 0, 0, 10]"
borna-sosa_22/23,"[(1, 4), (13, 29), (11, 3), (1, 5), (13, 35)]","[0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 64]"
borna-sosa_23/24,"[(11, 10), (11, 5), (1, 6), (1, 7)]","[0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 0, 0]"
bouna-sarr_20/21,"[(1, 21), (11, 10)]","[0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0]"
bouna-sarr_21/22,"[(3, 42), (3, 21), (13, 14)]","[0, 0, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14]"
bouna-sarr_22/23,"[(3, 126), (11, 7)]","[0, 0, 0, 126, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0]"
bouna-sarr_23/24,"[(3, 182)]","[0, 0, 0, 182, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
brajan-gruda_23/24,"[(0, 11), (12, 6)]","[11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0]"
brandon-borrello_21/22,"[(4, 90)]","[0, 0, 0, 0, 90, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
brandon-borrello_23/24,"[(13, 34), (4, 75)]","[0, 0, 0, 0, 75, 0, 0, 0, 0, 0, 0, 0, 0, 34]"
branimir-hrgota_19/20,"[(11, 8)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0]"
branimir-hrgota_20/21,"[(13, 7)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7]"
branimir-hrgota_23/24,"[(4, 5)]","[0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
braydon-manu_19/20,"[(6, 83), (6, 63)]","[0, 0, 0, 0, 0, 0, 146, 0, 0, 0, 0, 0, 0, 0]"
braydon-manu_20/21,"[(1, 22)]","[0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
braydon-manu_21/22,"[(1, 14)]","[0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
braydon-manu_22/23,"[(1, 21)]","[0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
braydon-manu_23/24,"[(1, 36), (4, 109)]","[0, 36, 0, 0, 109, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
breel-embolo_19/20,"[(4, 16), (1, 23), (4, 45)]","[0, 23, 0, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
breel-embolo_20/21,"[(4, 21)]","[0, 0, 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
breel-embolo_21/22,"[(13, 25), (13, 65)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 90]"
breel-embolo_22/23,"[(3, 46)]","[0, 0, 0, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
breel-embolo_23/24,"[(1, 3), (3, 231)]","[0, 3, 0, 231, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
brenden-aaronson_21/22,"[(3, 35)]","[0, 0, 0, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
brenden-aaronson_23/24,"[(11, 3)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0]"
brian-behrendt_19/20,"[(3, 259), (3, 264)]","[0, 0, 0, 523, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
brian-behrendt_20/21,"[(1, 33)]","[0, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
brian-behrendt_22/23,"[(1, 155)]","[0, 155, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
brian-behrendt_23/24,"[(13, 32), (13, 6)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 38]"
brian-brobbey_19/20,"[(1, 118), (1, 12), (4, 68), (3, 10)]","[0, 130, 0, 10, 68, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
brian-brobbey_20/21,"[(13, 5), (1, 8), (2, 37)]","[0, 8, 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5]"
brian-brobbey_21/22,"[(3, 43), (1, 26)]","[0, 26, 0, 43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
brian-brobbey_22/23,"[(9, 4)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0]"
brian-brobbey_23/24,"[(13, 20), (1, 16), (1, 11)]","[0, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20]"
bright-arrey-mbi_20/21,"[(2, 4), (1, 20)]","[0, 20, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
bright-arrey-mbi_22/23,"[(11, 30)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 0, 0]"
brooklyn-ezeh_21/22,"[(1, 6)]","[0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
brooklyn-ezeh_22/23,"[(9, 9), (4, 4)]","[0, 0, 0, 0, 4, 0, 0, 0, 0, 9, 0, 0, 0, 0]"
brooklyn-ezeh_23/24,"[(4, 4), (11, 63), (11, 6)]","[0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 69, 0, 0]"
bryan-lasme_21/22,"[(3, 49)]","[0, 0, 0, 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
bryan-lasme_23/24,"[(1, 34), (1, 38)]","[0, 72, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
caden-clark_21/22,"[(3, 46)]","[0, 0, 0, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
callum-hudson-odoi_19/20,"[(4, 14), (13, 63), (1, 7)]","[0, 7, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 63]"
callum-hudson-odoi_20/21,"[(0, 18)]","[18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
callum-hudson-odoi_21/22,"[(4, 63)]","[0, 0, 0, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
callum-hudson-odoi_22/23,"[(1, 4), (3, 7)]","[0, 4, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
can-bozdogan_20/21,"[(4, 11)]","[0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
can-bozdogan_21/22,"[(4, 14), (1, 4)]","[0, 4, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
can-bozdogan_22/23,"[(3, 55)]","[0, 0, 0, 55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
can-bozdogan_23/24,"[(11, 3)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0]"
carlo-boukhalfa_20/21,"[(0, 93)]","[93, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
carlo-boukhalfa_21/22,"[(2, 9)]","[0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
carlo-boukhalfa_23/24,"[(0, 24)]","[24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
carlos-gruezo_19/20,"[(11, 18), (4, 120)]","[0, 0, 0, 0, 120, 0, 0, 0, 0, 0, 0, 18, 0, 0]"
carlos-gruezo_20/21,"[(1, 13)]","[0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
carlos-gruezo_21/22,"[(11, 2), (3, 39)]","[0, 0, 0, 39, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0]"
carlos-gruezo_22/23,"[(1, 16)]","[0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
castello-lukeba_22/23,"[(8, 13), (1, 6)]","[0, 6, 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0]"
cauly_21/22,"[(8, 85)]","[0, 0, 0, 0, 0, 0, 0, 0, 85, 0, 0, 0, 0, 0]"
cebio-soukou_20/21,"[(1, 28), (1, 20)]","[0, 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
cebio-soukou_21/22,"[(3, 21), (1, 6), (13, 4)]","[0, 6, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4]"
cebio-soukou_22/23,"[(3, 51)]","[0, 0, 0, 51, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
cedric-brunner_19/20,"[(11, 35)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 0, 0]"
cedric-brunner_20/21,"[(8, 17)]","[0, 0, 0, 0, 0, 0, 0, 0, 17, 0, 0, 0, 0, 0]"
cedric-brunner_21/22,"[(2, 31)]","[0, 0, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
cedric-brunner_22/23,"[(9, 16), (2, 11), (13, 3), (1, 25)]","[0, 25, 11, 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 3]"
cedric-brunner_23/24,"[(3, 35), (11, 2), (0, 36), (4, 9)]","[36, 0, 0, 35, 9, 0, 0, 0, 0, 0, 0, 2, 0, 0]"
cedric-itten_19/20,"[(2, 4)]","[0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
cedric-itten_21/22,"[(11, 64)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 64, 0, 0]"
cedric-itten_22/23,"[(2, 43)]","[0, 0, 43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
cedric-itten_23/24,"[(1, 37)]","[0, 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
cedric-teuchert_19/20,"[(2, 32), (1, 17)]","[0, 17, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
cedric-teuchert_20/21,"[(3, 24)]","[0, 0, 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
cedric-teuchert_21/22,"[(1, 4)]","[0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
cedric-teuchert_22/23,"[(1, 15)]","[0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
