name/season,shots,top-speed,duels-won,aerial-duels-won,crosses,fouls,distance,sprints,intensive-runs,injury_days_list,injury_days_vector
julian-weigl_2023/2024,19.0,30.95,267.0,32.0,3.0,35.0,373.7,322.0,1782.0,"[(1, 3), (3, 7)]","[0, 3, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
junior-adamu_2023/2024,2.0,31.76,12.0,4.0,1.0,7.0,20.4,57.0,177.0,"[(3, 61)]","[0, 0, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
justin-kluivert_2020/2021,19.0,34.97,80.0,7.0,20.0,12.0,94.1,314.0,716.0,"[(4, 9), (8, 25)]","[0, 0, 0, 0, 9, 0, 0, 0, 25, 0, 0, 0, 0, 0]"
justin-njinmah_2023/2024,33.0,35.53,86.0,8.0,8.0,6.0,127.9,391.0,857.0,"[(4, 16), (0, 10)]","[10, 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
kai-havertz_2019/2020,56.0,34.9,318.0,43.0,15.0,17.0,319.8,837.0,2397.0,"[(1, 6), (1, 17), (11, 2)]","[0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0]"
karim-adeyemi_2022/2023,39.0,36.65,170.0,9.0,13.0,20.0,159.6,573.0,1168.0,"[(1, 49), (1, 38), (4, 14), (4, 14)]","[0, 87, 0, 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
karim-adeyemi_2023/2024,20.0,35.36,124.0,14.0,13.0,19.0,118.6,364.0,895.0,"[(11, 2), (1, 8), (10, 52), (11, 2)]","[0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 52, 4, 0, 0]"
karim-bellarabi_2019/2020,55.0,35.01,174.0,2.0,73.0,19.0,178.8,572.0,1438.0,"[(13, 21), (11, 7)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 21]"
karim-bellarabi_2020/2021,27.0,34.53,103.0,1.0,45.0,21.0,102.8,378.0,858.0,"[(13, 28), (7, 21)]","[0, 0, 0, 0, 0, 0, 0, 21, 0, 0, 0, 0, 0, 28]"
karim-bellarabi_2021/2022,27.0,34.95,68.0,2.0,16.0,19.0,84.5,270.0,651.0,"[(1, 112), (13, 28), (1, 28), (1, 35)]","[0, 175, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28]"
karim-onisiwo_2019/2020,37.0,33.74,279.0,68.0,18.0,30.0,209.8,531.0,1469.0,"[(3, 10)]","[0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
karim-onisiwo_2020/2021,49.0,33.83,306.0,69.0,22.0,33.0,236.2,633.0,1719.0,"[(1, 3), (13, 11)]","[0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11]"
karim-onisiwo_2021/2022,62.0,34.51,340.0,68.0,36.0,40.0,271.7,767.0,1997.0,"[(1, 7)]","[0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
karim-onisiwo_2022/2023,65.0,34.33,315.0,60.0,54.0,45.0,290.8,837.0,2051.0,"[(3, 15), (4, 16)]","[0, 0, 0, 15, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
karim-onisiwo_2023/2024,30.0,34.02,220.0,45.0,19.0,30.0,178.9,430.0,1187.0,"[(7, 19), (10, 16)]","[0, 0, 0, 0, 0, 0, 0, 19, 0, 0, 16, 0, 0, 0]"
karim-rekik_2019/2020,4.0,33.35,115.0,37.0,3.0,8.0,140.5,236.0,715.0,"[(3, 21), (1, 4)]","[0, 4, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
kasim-adams_2020/2021,7.0,32.25,97.0,34.0,1.0,10.0,112.0,152.0,630.0,"[(11, 13)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 0]"
kasper-dolberg_2022/2023,6.0,34.86,41.0,10.0,1.0,5.0,53.4,118.0,384.0,"[(2, 27), (9, 56)]","[0, 0, 27, 0, 0, 0, 0, 0, 0, 56, 0, 0, 0, 0]"
keita-endo_2020/2021,8.0,32.98,45.0,4.0,4.0,9.0,60.7,199.0,498.0,"[(13, 22), (13, 25)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 47]"
kelvin-yeboah_2022/2023,13.0,35.05,65.0,15.0,5.0,11.0,43.9,149.0,337.0,"[(4, 29)]","[0, 0, 0, 0, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
kenan-karaman_2019/2020,30.0,33.28,174.0,40.0,15.0,11.0,166.4,334.0,1028.0,"[(6, 8)]","[0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0]"
kerem-demirbay_2019/2020,30.0,31.52,221.0,25.0,15.0,23.0,211.4,352.0,1408.0,"[(5, 7)]","[0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0]"
kerem-demirbay_2021/2022,40.0,33.66,242.0,11.0,21.0,33.0,262.5,459.0,1775.0,"[(6, 14)]","[0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0]"
kerem-demirbay_2022/2023,32.0,31.11,145.0,10.0,12.0,27.0,196.9,319.0,1268.0,"[(1, 3)]","[0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
keven-schlotterbeck_2020/2021,7.0,31.62,185.0,69.0,1.0,20.0,190.9,200.0,766.0,"[(1, 12)]","[0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
keven-schlotterbeck_2023/2024,26.0,32.53,283.0,137.0,7.0,39.0,247.5,263.0,1097.0,"[(1, 14)]","[0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
kevin-akpoguma_2020/2021,3.0,34.65,134.0,30.0,6.0,12.0,144.7,316.0,892.0,"[(13, 49), (1, 18), (11, 16), (13, 60)]","[0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 0, 109]"
kevin-akpoguma_2021/2022,12.0,33.8,214.0,24.0,21.0,24.0,184.0,450.0,1292.0,"[(13, 21)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21]"
kevin-akpoguma_2022/2023,8.0,34.23,260.0,73.0,5.0,30.0,224.5,447.0,1347.0,"[(13, 2)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2]"
kevin-akpoguma_2023/2024,2.0,32.56,148.0,31.0,3.0,14.0,132.3,239.0,785.0,"[(5, 27), (11, 11)]","[0, 0, 0, 0, 0, 27, 0, 0, 0, 0, 0, 11, 0, 0]"
kevin-behrens_2022/2023,36.0,32.51,293.0,183.0,10.0,33.0,198.3,445.0,1419.0,"[(11, 2)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0]"
kevin-kampl_2019/2020,6.0,31.42,76.0,4.0,8.0,10.0,90.1,151.0,587.0,"[(13, 6), (4, 26), (11, 50), (4, 38), (4, 34), (4, 15)]","[0, 0, 0, 0, 113, 0, 0, 0, 0, 0, 0, 50, 0, 6]"
kevin-kampl_2020/2021,14.0,32.11,242.0,25.0,3.0,45.0,243.0,329.0,1526.0,"[(4, 8)]","[0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
kevin-kampl_2021/2022,7.0,32.2,171.0,10.0,4.0,33.0,240.5,320.0,1442.0,"[(3, 2)]","[0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
kevin-kampl_2022/2023,7.0,31.92,123.0,18.0,3.0,20.0,183.7,306.0,1226.0,"[(1, 4)]","[0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
kevin-mbabu_2019/2020,9.0,35.8,280.0,37.0,69.0,29.0,200.2,541.0,1435.0,"[(13, 9)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9]"
kevin-mbabu_2020/2021,11.0,33.53,230.0,37.0,58.0,39.0,184.9,528.0,1387.0,"[(1, 2), (10, 59)]","[0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 59, 0, 0, 0]"
kevin-mbabu_2023/2024,3.0,34.89,258.0,38.0,83.0,42.0,230.5,666.0,1586.0,"[(0, 15)]","[15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
kevin-mohwald_2019/2020,3.0,29.59,6.0,3.0,2.0,2.0,9.8,15.0,48.0,"[(3, 340)]","[0, 0, 0, 340, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
kevin-mohwald_2020/2021,22.0,30.76,150.0,28.0,9.0,18.0,204.7,217.0,1103.0,"[(11, 77)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 77, 0, 0]"
kevin-mohwald_2021/2022,9.0,30.29,32.0,5.0,5.0,5.0,52.4,121.0,397.0,"[(1, 14), (4, 28)]","[0, 14, 0, 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
kevin-paredes_2022/2023,4.0,34.14,67.0,4.0,15.0,4.0,72.2,248.0,607.0,"[(1, 16), (11, 6), (8, 68)]","[0, 16, 0, 0, 0, 0, 0, 0, 68, 0, 0, 6, 0, 0]"
kevin-paredes_2023/2024,19.0,33.72,197.0,18.0,27.0,9.0,182.1,534.0,1422.0,"[(1, 7), (1, 32)]","[0, 39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
kevin-schade_2021/2022,18.0,36.3,140.0,38.0,10.0,21.0,106.1,361.0,879.0,"[(5, 185)]","[0, 0, 0, 0, 0, 185, 0, 0, 0, 0, 0, 0, 0, 0]"
kevin-sessa_2023/2024,31.0,35.46,100.0,17.0,9.0,15.0,135.8,344.0,1048.0,"[(13, 7)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7]"
kevin-stoger_2019/2020,23.0,31.16,130.0,5.0,13.0,28.0,164.5,297.0,1061.0,"[(3, 231)]","[0, 0, 0, 231, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
kevin-stoger_2023/2024,75.0,31.23,325.0,15.0,80.0,39.0,327.8,555.0,1960.0,"[(11, 5)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0]"
kevin-vogt_2019/2020,1.0,33.34,159.0,43.0,1.0,27.0,239.2,297.0,1153.0,"[(13, 10)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10]"
kevin-vogt_2021/2022,3.0,33.96,170.0,40.0,2.0,27.0,300.3,550.0,1767.0,"[(1, 7)]","[0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
kevin-volland_2019/2020,72.0,32.63,207.0,39.0,28.0,22.0,253.8,595.0,1680.0,"[(11, 6), (10, 89)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 89, 6, 0, 0]"
kilian-fischer_2022/2023,3.0,33.71,37.0,3.0,10.0,8.0,66.5,202.0,581.0,"[(1, 30)]","[0, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
kilian-fischer_2023/2024,4.0,35.28,24.0,2.0,9.0,4.0,38.2,122.0,304.0,"[(3, 74)]","[0, 0, 0, 74, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
kingsley-coman_2021/2022,48.0,35.31,186.0,11.0,68.0,8.0,159.4,455.0,1121.0,"[(1, 7), (1, 14), (1, 4), (8, 7), (1, 7)]","[0, 32, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0]"
kingsley-coman_2022/2023,49.0,35.65,196.0,10.0,69.0,8.0,167.5,514.0,1209.0,"[(1, 5), (1, 28)]","[0, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
kingsley-coman_2023/2024,34.0,35.3,139.0,6.0,53.0,6.0,130.4,361.0,881.0,"[(13, 33), (1, 4), (3, 50), (1, 20), (1, 3), (13, 34)]","[0, 27, 0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 67]"
klaas-jan-huntelaar_2020/2021,13.0,30.21,55.0,18.0,1.0,12.0,73.6,139.0,531.0,"[(1, 7), (1, 30), (8, 14), (8, 14), (1, 4)]","[0, 41, 0, 0, 0, 0, 0, 0, 28, 0, 0, 0, 0, 0]"
klaus-gjasula_2019/2020,15.0,30.64,271.0,58.0,5.0,49.0,305.6,360.0,1678.0,"[(3, 8)]","[0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
klaus-gjasula_2023/2024,9.0,30.4,148.0,42.0,5.0,23.0,169.6,235.0,909.0,"[(0, 14)]","[14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
ko-itakura_2022/2023,11.0,33.08,162.0,47.0,1.0,11.0,205.9,349.0,957.0,"[(3, 58)]","[0, 0, 0, 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
ko-itakura_2023/2024,18.0,33.02,139.0,42.0,1.0,28.0,172.1,235.0,766.0,"[(4, 72)]","[0, 0, 0, 0, 72, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
konrad-laimer_2021/2022,16.0,34.63,177.0,17.0,12.0,37.0,154.3,381.0,967.0,"[(10, 18), (13, 18), (1, 18)]","[0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 18, 0, 0, 18]"
konrad-laimer_2022/2023,19.0,34.12,223.0,5.0,13.0,31.0,182.8,477.0,1200.0,"[(4, 7), (10, 112), (4, 14)]","[0, 0, 0, 0, 21, 0, 0, 0, 0, 0, 112, 0, 0, 0]"
konrad-laimer_2023/2024,17.0,34.49,229.0,14.0,17.0,26.0,219.8,528.0,1324.0,"[(8, 28)]","[0, 0, 0, 0, 0, 0, 0, 0, 28, 0, 0, 0, 0, 0]"
konstantinos-mavropanos_2020/2021,18.0,34.06,213.0,66.0,3.0,22.0,165.9,281.0,866.0,"[(13, 10), (3, 46), (0, 35)]","[35, 0, 0, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10]"
konstantinos-mavropanos_2021/2022,30.0,35.65,364.0,125.0,4.0,18.0,290.0,484.0,1405.0,"[(11, 10), (1, 21)]","[0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0]"
konstantinos-mavropanos_2022/2023,44.0,34.69,313.0,101.0,6.0,23.0,249.7,410.0,1252.0,"[(8, 11), (2, 5), (1, 7)]","[0, 7, 5, 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0]"
konstantinos-stafylidis_2019/2020,4.0,34.54,46.0,7.0,11.0,6.0,49.4,67.0,204.0,"[(1, 18)]","[0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
konstantinos-stafylidis_2021/2022,18.0,32.74,169.0,33.0,28.0,12.0,157.0,275.0,803.0,"[(10, 4), (3, 7), (1, 4), (1, 4)]","[0, 8, 0, 7, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0]"
konstantinos-stafylidis_2022/2023,14.0,31.66,124.0,19.0,12.0,16.0,121.4,229.0,695.0,"[(9, 15), (11, 3), (5, 7), (1, 38), (1, 11), (1, 4)]","[0, 53, 0, 0, 0, 7, 0, 0, 0, 15, 0, 3, 0, 0]"
kristian-pedersen_2022/2023,1.0,31.43,34.0,11.0,5.0,5.0,34.0,64.0,220.0,"[(1, 72)]","[0, 72, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
kristijan-jakic_2021/2022,30.0,31.29,212.0,40.0,4.0,29.0,249.4,489.0,1647.0,"[(0, 21), (0, 10)]","[31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
kristijan-jakic_2022/2023,9.0,32.13,163.0,38.0,10.0,15.0,183.6,374.0,1181.0,"[(8, 37)]","[0, 0, 0, 0, 0, 0, 0, 0, 37, 0, 0, 0, 0, 0]"
kristijan-jakic_2023/2024,14.0,31.92,133.0,27.0,5.0,21.0,162.8,256.0,988.0,"[(8, 18), (3, 42), (2, 6)]","[0, 0, 6, 42, 0, 0, 0, 0, 18, 0, 0, 0, 0, 0]"
krzysztof-piatek_2020/2021,42.0,33.84,157.0,59.0,4.0,39.0,216.5,509.0,1502.0,"[(4, 130)]","[0, 0, 0, 0, 130, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
lars-bender_2019/2020,11.0,31.55,169.0,29.0,13.0,18.0,182.1,389.0,1280.0,"[(4, 43), (13, 10), (1, 25), (1, 19), (13, 5), (13, 6)]","[0, 44, 0, 0, 43, 0, 0, 0, 0, 0, 0, 0, 0, 21]"
lars-bender_2020/2021,7.0,31.91,111.0,18.0,10.0,11.0,121.7,233.0,818.0,"[(3, 116), (13, 22), (8, 5), (2, 4)]","[0, 0, 4, 116, 0, 0, 0, 0, 5, 0, 0, 0, 0, 22]"
lars-stindl_2019/2020,35.0,31.66,165.0,21.0,7.0,18.0,192.5,326.0,1294.0,"[(8, 182)]","[0, 0, 0, 0, 0, 0, 0, 0, 182, 0, 0, 0, 0, 0]"
lars-stindl_2020/2021,56.0,31.98,222.0,36.0,8.0,41.0,266.7,352.0,1741.0,"[(1, 11)]","[0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
lars-stindl_2021/2022,40.0,31.59,160.0,23.0,6.0,28.0,209.6,293.0,1291.0,"[(10, 46), (10, 7)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 53, 0, 0, 0]"
lars-stindl_2022/2023,48.0,32.04,172.0,14.0,5.0,26.0,218.3,317.0,1385.0,"[(13, 17)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17]"
laszlo-benes_2019/2020,22.0,31.31,110.0,11.0,14.0,14.0,121.5,219.0,794.0,"[(13, 6), (4, 8)]","[0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 6]"
laszlo-benes_2020/2021,11.0,32.08,81.0,12.0,4.0,11.0,108.0,212.0,739.0,"[(4, 48)]","[0, 0, 0, 0, 48, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
leandro-barreiro_2023/2024,38.0,32.93,313.0,54.0,5.0,58.0,347.2,702.0,2579.0,"[(1, 16)]","[0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
lee-buchanan_2022/2023,5.0,34.48,58.0,12.0,14.0,6.0,62.9,146.0,465.0,"[(11, 3), (11, 5), (11, 4), (3, 7)]","[0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0]"
lennard-maloney_2023/2024,14.0,33.15,230.0,86.0,3.0,47.0,323.7,593.0,2275.0,"[(1, 35)]","[0, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
leon-bailey_2019/2020,33.0,36.35,136.0,12.0,36.0,14.0,134.3,430.0,1066.0,"[(1, 14), (1, 23)]","[0, 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
leon-goretzka_2020/2021,43.0,34.4,234.0,51.0,6.0,27.0,239.5,491.0,1480.0,"[(1, 42), (1, 7), (8, 7), (1, 14)]","[0, 63, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0]"
leon-goretzka_2021/2022,44.0,32.72,157.0,33.0,7.0,14.0,170.8,326.0,1023.0,"[(11, 7), (0, 105), (11, 3)]","[105, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0]"
leon-goretzka_2022/2023,38.0,34.32,244.0,49.0,6.0,23.0,217.4,362.0,1271.0,"[(13, 5), (3, 38)]","[0, 0, 0, 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5]"
leon-goretzka_2023/2024,52.0,32.89,216.0,36.0,7.0,23.0,279.9,436.0,1517.0,"[(11, 7), (1, 3), (7, 11)]","[0, 3, 0, 0, 0, 0, 0, 11, 0, 0, 0, 7, 0, 0]"
leonardo-bittencourt_2019/2020,46.0,33.41,233.0,18.0,53.0,49.0,238.5,540.0,1688.0,"[(13, 14)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14]"
leonardo-bittencourt_2020/2021,41.0,31.6,222.0,15.0,40.0,28.0,204.1,421.0,1390.0,"[(6, 11), (4, 11)]","[0, 0, 0, 0, 11, 0, 11, 0, 0, 0, 0, 0, 0, 0]"
leonardo-bittencourt_2022/2023,25.0,32.85,210.0,16.0,40.0,42.0,198.7,428.0,1455.0,"[(11, 9), (11, 7), (1, 31)]","[0, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 0, 0]"
leonardo-bittencourt_2023/2024,31.0,31.34,171.0,9.0,26.0,33.0,201.3,340.0,1331.0,"[(11, 5)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0]"
leonidas-stergiou_2023/2024,3.0,33.36,44.0,5.0,12.0,5.0,75.9,178.0,461.0,"[(11, 7)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0]"
leroy-sane_2020/2021,58.0,35.23,268.0,11.0,46.0,12.0,211.5,691.0,1673.0,"[(6, 24)]","[0, 0, 0, 0, 0, 0, 24, 0, 0, 0, 0, 0, 0, 0]"
leroy-sane_2022/2023,82.0,36.3,277.0,7.0,6.0,13.0,231.3,755.0,1743.0,"[(3, 1), (1, 17)]","[0, 17, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
leroy-sane_2023/2024,74.0,35.82,241.0,4.0,17.0,26.0,237.9,779.0,1708.0,"[(11, 11), (0, 11), (0, 4), (3, 6)]","[15, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 11, 0, 0]"
levin-oztunali_2020/2021,6.0,34.28,89.0,7.0,19.0,6.0,106.3,231.0,743.0,"[(13, 35)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35]"
levin-oztunali_2021/2022,7.0,33.37,76.0,11.0,10.0,15.0,85.9,207.0,653.0,"[(13, 10)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10]"
lino-tempelmann_2020/2021,4.0,32.89,36.0,14.0,2.0,4.0,37.6,82.0,249.0,"[(10, 14), (1, 88)]","[0, 88, 0, 0, 0, 0, 0, 0, 0, 0, 14, 0, 0, 0]"
linton-maina_2023/2024,33.0,36.1,136.0,2.0,54.0,9.0,237.1,638.0,1656.0,"[(11, 4), (5, 10), (11, 3), (5, 51)]","[0, 0, 0, 0, 0, 61, 0, 0, 0, 0, 0, 7, 0, 0]"
linus-gechter_2021/2022,4.0,33.02,53.0,11.0,1.0,6.0,93.9,125.0,492.0,"[(1, 28)]","[0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
luca-itter_2021/2022,4.0,33.46,143.0,22.0,26.0,17.0,172.0,406.0,1107.0,"[(11, 7), (13, 14), (10, 6)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 7, 0, 14]"
luca-kilian_2022/2023,4.0,32.98,98.0,34.0,1.0,6.0,127.9,249.0,631.0,"[(1, 63), (4, 5)]","[0, 63, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
luca-netz_2020/2021,3.0,33.79,38.0,7.0,3.0,1.0,38.5,77.0,272.0,"[(4, 97)]","[0, 0, 0, 0, 97, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
luca-netz_2021/2022,14.0,33.89,114.0,11.0,12.0,7.0,170.0,455.0,1301.0,"[(1, 24)]","[0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
luca-netz_2022/2023,4.0,34.42,76.0,11.0,2.0,4.0,85.5,187.0,553.0,"[(13, 5)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5]"
luca-netz_2023/2024,17.0,34.11,221.0,44.0,39.0,24.0,276.2,609.0,1902.0,"[(11, 7), (11, 2), (13, 27)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 27]"
luca-pellegrini_2022/2023,14.0,33.46,77.0,11.0,26.0,7.0,64.1,154.0,414.0,"[(8, 11), (9, 7), (13, 11), (13, 4)]","[0, 0, 0, 0, 0, 0, 0, 0, 11, 7, 0, 0, 0, 15]"
luca-pfeiffer_2023/2024,45.0,31.17,156.0,58.0,4.0,26.0,188.2,283.0,1023.0,"[(4, 3)]","[0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
luca-raimund_2023/2024,1.0,31.55,6.0,1.0,1.0,2.0,5.1,14.0,39.0,"[(2, 18), (11, 13)]","[0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 0]"
luca-waldschmidt_2019/2020,42.0,33.12,120.0,10.0,4.0,15.0,162.9,289.0,984.0,"[(13, 7), (3, 47), (4, 9)]","[0, 0, 0, 47, 9, 0, 0, 0, 0, 0, 0, 0, 0, 7]"
luca-waldschmidt_2021/2022,15.0,31.41,63.0,6.0,4.0,9.0,92.5,171.0,595.0,"[(4, 101), (13, 28), (2, 6)]","[0, 0, 6, 0, 101, 0, 0, 0, 0, 0, 0, 0, 0, 28]"
luca-waldschmidt_2023/2024,45.0,33.35,107.0,10.0,11.0,19.0,158.7,331.0,1074.0,"[(8, 6), (11, 25), (8, 47), (11, 11)]","[0, 0, 0, 0, 0, 0, 0, 0, 53, 0, 0, 36, 0, 0]"
lucas-alario_2021/2022,23.0,32.75,80.0,22.0,1.0,9.0,79.5,158.0,478.0,"[(1, 4), (13, 34)]","[0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34]"
lucas-hernandez_2019/2020,3.0,33.67,114.0,22.0,4.0,13.0,105.2,237.0,625.0,"[(1, 3), (11, 14), (10, 88), (3, 10)]","[0, 3, 0, 10, 0, 0, 0, 0, 0, 0, 88, 14, 0, 0]"
lucas-hernandez_2020/2021,6.0,33.73,255.0,47.0,33.0,15.0,179.1,465.0,1242.0,"[(5, 4), (13, 4)]","[0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 4]"
lucas-hernandez_2021/2022,3.0,33.88,233.0,45.0,4.0,22.0,236.6,506.0,1481.0,"[(1, 4), (1, 7), (13, 4), (3, 63)]","[0, 11, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4]"
lucas-holer_2022/2023,30.0,32.45,232.0,70.0,12.0,20.0,193.5,378.0,1376.0,"[(4, 80)]","[0, 0, 0, 0, 80, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
lucas-holer_2023/2024,32.0,33.56,270.0,90.0,9.0,24.0,293.4,549.0,1964.0,"[(11, 7)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0]"
lucas-tousart_2020/2021,28.0,32.51,267.0,71.0,8.0,34.0,281.5,380.0,1698.0,"[(3, 7)]","[0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
lucas-tousart_2023/2024,28.0,33.54,199.0,41.0,6.0,31.0,218.6,263.0,1264.0,"[(13, 44)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 44]"
ludovic-ajorque_2023/2024,27.0,31.94,193.0,82.0,5.0,25.0,167.9,313.0,1025.0,"[(1, 16)]","[0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
ludwig-augustinsson_2019/2020,5.0,32.1,135.0,25.0,36.0,18.0,121.3,263.0,784.0,"[(1, 10), (1, 60), (3, 85), (3, 30)]","[0, 70, 0, 115, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
